title,total_price,price_per_sqm,district,area,layout,floor,year_built,decoration,orientation,has_elevator,subway_distance,rooms,halls,baths,current_floor,total_floors,floor_ratio,house_age
房源167,249.4,20820.0,高新区,119.8,4室2厅1卫,7/25,2013.0,简装,西,无,174.0,4.0,2.0,1.0,7.0,25.0,0.28,11.0
房源168,371.4,20974.0,双流区,177.1,2室1厅2卫,14/24,2000.0,精装,东,有,230.0,2.0,1.0,2.0,14.0,24.0,0.5833333333333334,24.0
房源169,132.3,22267.0,成华区,59.4,3室2厅1卫,16/15,2011.0,毛坯,西,有,1554.0,3.0,2.0,1.0,16.0,15.0,1.0666666666666667,13.0
房源170,218.6,21795.0,成华区,100.3,2室2厅2卫,12/9,2004.0,简装,南,有,183.0,2.0,2.0,2.0,12.0,9.0,1.3333333333333333,20.0
房源171,116.6,19406.0,双流区,60.1,1室1厅2卫,8/18,1999.0,毛坯,东,无,29.0,1.0,1.0,2.0,8.0,18.0,0.4444444444444444,25.0
房源172,363.6,18521.0,成华区,196.3,3室2厅1卫,23/18,2016.0,精装,东,有,993.0,3.0,2.0,1.0,23.0,18.0,1.2777777777777777,8.0
房源173,305.1,17687.0,高新区,172.5,2室1厅2卫,13/28,1998.0,精装,北,无,3729.0,2.0,1.0,2.0,13.0,28.0,0.4642857142857143,26.0
房源174,253.2,14230.0,龙泉驿区,177.9,4室2厅2卫,27/18,2017.0,毛坯,西,无,402.0,4.0,2.0,2.0,27.0,18.0,1.5,7.0
房源175,316.5,16597.0,青羊区,190.7,1室2厅1卫,15/4,1990.0,毛坯,西,有,126.0,1.0,2.0,1.0,15.0,4.0,3.75,34.0
房源176,59.9,9535.0,高新区,62.8,1室2厅1卫,17/5,2006.0,毛坯,北,有,845.0,1.0,2.0,1.0,17.0,5.0,3.4,18.0
房源177,188.7,17508.0,锦江区,107.8,3室1厅2卫,22/16,2020.0,简装,西北,有,2368.0,3.0,1.0,2.0,22.0,16.0,1.375,4.0
房源178,79.3,13057.0,武侯区,60.7,1室1厅2卫,9/10,1999.0,精装,东南,有,1533.0,1.0,1.0,2.0,9.0,10.0,0.9,25.0
房源179,101.9,12482.0,双流区,81.6,4室1厅2卫,24/18,2018.0,毛坯,南,有,714.5,4.0,1.0,2.0,24.0,18.0,1.3333333333333333,6.0
房源180,159.5,18899.0,金牛区,84.4,3室1厅1卫,17/18,2007.0,精装,西,无,714.5,3.0,1.0,1.0,17.0,18.0,0.9444444444444444,17.0
房源181,300.5,24960.0,温江区,120.4,4室1厅2卫,7/4,1995.0,毛坯,北,无,714.5,4.0,1.0,2.0,7.0,4.0,1.75,29.0
房源182,204.0,22592.0,金牛区,90.3,4室1厅2卫,26/5,2001.0,精装,东北,有,96.0,4.0,1.0,2.0,26.0,5.0,5.2,23.0
房源183,66.1,10147.0,高新区,65.1,2室2厅2卫,28/23,2003.0,简装,西北,有,1136.0,2.0,2.0,2.0,28.0,23.0,1.2173913043478262,21.0
房源184,98.0,13052.0,锦江区,75.1,4室1厅2卫,16/3,1999.0,精装,东,有,1291.0,4.0,1.0,2.0,16.0,3.0,5.333333333333333,25.0
房源185,163.7,22704.0,高新区,72.1,1室1厅1卫,26/18,2009.0,毛坯,西南,有,3353.0,1.0,1.0,1.0,26.0,18.0,1.4444444444444444,15.0
房源186,256.5,13088.0,武侯区,196.0,1室1厅1卫,29/23,2004.0,精装,东北,有,714.5,1.0,1.0,1.0,29.0,23.0,1.2608695652173914,20.0
房源187,276.6,16877.0,龙泉驿区,163.9,2室2厅2卫,21/14,2020.0,简装,北,无,19.0,2.0,2.0,2.0,21.0,14.0,1.5,4.0
房源188,405.0,20750.0,温江区,195.2,1室2厅2卫,15/17,1996.0,简装,西南,无,789.0,1.0,2.0,2.0,15.0,17.0,0.8823529411764706,28.0
房源189,152.6,13158.0,武侯区,116.0,2室1厅2卫,1/25,1999.0,精装,东南,有,1227.0,2.0,1.0,2.0,1.0,25.0,0.04,25.0
房源190,170.1,18527.0,双流区,91.8,1室2厅1卫,21/17,1999.0,毛坯,南,无,1563.0,1.0,2.0,1.0,21.0,17.0,1.2352941176470589,25.0
房源191,192.3,11330.0,双流区,169.7,3室1厅2卫,23/25,2017.0,简装,西南,有,215.0,3.0,1.0,2.0,23.0,25.0,0.92,7.0
房源192,148.3,14993.0,高新区,98.9,4室1厅2卫,11/17,2019.0,简装,西北,无,303.0,4.0,1.0,2.0,11.0,17.0,0.6470588235294118,5.0
房源193,186.0,19599.0,锦江区,94.9,3室1厅2卫,26/14,1992.0,精装,东南,有,719.0,3.0,1.0,2.0,26.0,14.0,1.8571428571428572,32.0
房源194,85.2,10035.0,武侯区,84.9,2室2厅1卫,29/20,2004.0,简装,西南,有,401.0,2.0,2.0,1.0,29.0,20.0,1.45,20.0
房源195,140.4,20202.0,天府新区,69.5,3室2厅1卫,19/21,2010.0,简装,东,无,1970.0,3.0,2.0,1.0,19.0,21.0,0.9047619047619048,14.0
房源196,158.4,17902.0,锦江区,88.5,2室1厅2卫,7/24,2001.0,毛坯,东,有,642.0,2.0,1.0,2.0,7.0,24.0,0.2916666666666667,23.0
房源197,214.5,20762.0,龙泉驿区,103.3,4室1厅2卫,13/18,1993.0,毛坯,西北,无,1607.0,4.0,1.0,2.0,13.0,18.0,0.7222222222222222,31.0
房源198,288.9,19120.0,双流区,151.1,4室1厅2卫,23/14,1998.0,毛坯,东,有,869.0,4.0,1.0,2.0,23.0,14.0,1.6428571428571428,26.0
房源199,147.4,24821.0,高新区,59.4,3室2厅1卫,1/7,2017.0,精装,东,有,1483.0,3.0,2.0,1.0,1.0,7.0,0.14285714285714285,7.0
房源200,152.0,18626.0,成华区,81.6,4室2厅2卫,8/18,2012.0,简装,北,有,404.0,4.0,2.0,2.0,8.0,18.0,0.4444444444444444,12.0
房源201,271.7,15853.0,双流区,171.4,2室1厅1卫,9/1,2011.0,精装,东,有,1780.0,2.0,1.0,1.0,9.0,1.0,9.0,13.0
房源202,134.0,18611.0,温江区,72.0,1室1厅1卫,29/22,2013.0,简装,东北,有,321.0,1.0,1.0,1.0,29.0,22.0,1.3181818181818181,11.0
房源203,210.1,20716.0,青羊区,101.4,1室1厅2卫,17/19,2015.0,简装,东,有,790.0,1.0,1.0,2.0,17.0,19.0,0.8947368421052632,9.0
房源204,327.8,18244.0,成华区,179.7,4室2厅2卫,27/6,2019.0,简装,东北,有,241.0,4.0,2.0,2.0,27.0,6.0,4.5,5.0
房源205,133.2,18203.0,高新区,73.2,3室1厅1卫,3/24,2022.0,毛坯,北,有,645.0,3.0,1.0,1.0,3.0,24.0,0.125,2.0
房源206,90.4,14490.0,天府新区,62.4,2室1厅2卫,5/2,2005.0,精装,东,无,383.0,2.0,1.0,2.0,5.0,2.0,2.5,19.0
房源207,180.2,14685.0,成华区,122.7,3室1厅1卫,20/25,2011.0,精装,西北,有,310.0,3.0,1.0,1.0,20.0,25.0,0.8,13.0
房源208,104.8,10987.0,温江区,95.4,3室2厅2卫,4/10,2007.0,简装,东南,无,3411.0,3.0,2.0,2.0,4.0,10.0,0.4,17.0
房源209,359.8,26748.0,锦江区,134.5,3室2厅1卫,10/24,1996.0,精装,西北,有,174.0,3.0,2.0,1.0,10.0,24.0,0.4166666666666667,28.0
房源210,201.0,11781.0,天府新区,170.6,1室1厅1卫,21/11,2006.0,毛坯,东南,有,1548.0,1.0,1.0,1.0,21.0,11.0,1.9090909090909092,18.0
房源211,102.6,14535.0,双流区,70.6,2室1厅1卫,27/16,1997.0,精装,西,有,4146.0,2.0,1.0,1.0,27.0,16.0,1.6875,27.0
房源212,197.5,14408.0,天府新区,137.1,2室1厅2卫,26/29,1995.0,简装,东南,有,20.0,2.0,1.0,2.0,26.0,29.0,0.896551724137931,29.0
房源213,282.7,22475.0,武侯区,125.8,1室1厅1卫,29/17,2019.0,毛坯,南,有,1201.0,1.0,1.0,1.0,29.0,17.0,1.7058823529411764,5.0
房源214,118.3,16525.0,温江区,71.6,3室1厅1卫,16/7,2012.0,毛坯,南,有,292.0,3.0,1.0,1.0,16.0,7.0,2.2857142857142856,12.0
房源215,348.1,24239.0,成华区,143.6,4室1厅2卫,16/3,2021.0,简装,南,有,41.0,4.0,1.0,2.0,16.0,3.0,5.333333333333333,3.0
房源216,133.2,14633.0,武侯区,91.0,4室1厅2卫,26/16,2011.0,精装,北,有,516.0,4.0,1.0,2.0,26.0,16.0,1.625,13.0
房源217,238.9,19395.0,天府新区,123.2,3室2厅1卫,8/12,1998.0,简装,西北,无,2737.0,3.0,2.0,1.0,8.0,12.0,0.6666666666666666,26.0
房源218,86.1,13823.0,武侯区,62.3,4室2厅1卫,3/17,2020.0,精装,东南,有,12.0,4.0,2.0,1.0,3.0,17.0,0.17647058823529413,4.0
房源219,341.6,28726.0,金牛区,118.9,4室1厅1卫,21/18,1996.0,精装,西北,有,886.0,4.0,1.0,1.0,21.0,18.0,1.1666666666666667,28.0
房源220,115.8,12062.0,温江区,96.0,3室1厅1卫,11/4,1998.0,毛坯,东北,有,696.0,3.0,1.0,1.0,11.0,4.0,2.75,26.0
房源221,339.0,19549.0,龙泉驿区,173.4,4室2厅2卫,16/17,2002.0,简装,南,无,2067.0,4.0,2.0,2.0,16.0,17.0,0.9411764705882353,22.0
房源222,123.8,21169.0,锦江区,58.5,3室2厅2卫,9/6,1992.0,毛坯,西,有,88.0,3.0,2.0,2.0,9.0,6.0,1.5,32.0
房源223,226.4,20069.0,天府新区,112.8,2室2厅2卫,24/27,2022.0,简装,北,有,1144.0,2.0,2.0,2.0,24.0,27.0,0.8888888888888888,2.0
房源224,202.8,17074.0,温江区,118.8,3室1厅2卫,20/25,2010.0,简装,西,有,1140.0,3.0,1.0,2.0,20.0,25.0,0.8,14.0
房源225,275.5,17351.0,龙泉驿区,158.8,3室1厅2卫,2/9,2020.0,毛坯,东南,有,1106.0,3.0,1.0,2.0,2.0,9.0,0.2222222222222222,4.0
房源226,248.0,18219.0,龙泉驿区,136.1,4室1厅2卫,28/21,2021.0,简装,东,有,2853.0,4.0,1.0,2.0,28.0,21.0,1.3333333333333333,3.0
房源227,259.1,17265.0,高新区,150.1,3室1厅2卫,29/6,2004.0,简装,西,无,1732.0,3.0,1.0,2.0,29.0,6.0,4.833333333333333,20.0
房源228,380.2,22819.0,武侯区,166.6,3室1厅1卫,3/20,2021.0,精装,东,有,43.0,3.0,1.0,1.0,3.0,20.0,0.15,3.0
房源229,520.9,29053.0,龙泉驿区,179.3,2室2厅2卫,6/7,1995.0,简装,北,有,637.0,2.0,2.0,2.0,6.0,7.0,0.8571428571428571,29.0
房源230,147.7,15213.0,金牛区,97.1,4室1厅2卫,1/23,2010.0,简装,西,有,507.0,4.0,1.0,2.0,1.0,23.0,0.043478260869565216,14.0
房源231,145.7,11151.0,温江区,130.7,4室2厅2卫,1/5,2022.0,毛坯,西,有,371.0,4.0,2.0,2.0,1.0,5.0,0.2,2.0
房源232,309.0,17559.0,青羊区,176.0,1室1厅1卫,6/13,2021.0,毛坯,西南,有,600.0,1.0,1.0,1.0,6.0,13.0,0.46153846153846156,3.0
房源233,613.0,30899.0,青羊区,198.4,2室2厅1卫,2/15,2008.0,简装,北,有,485.0,2.0,2.0,1.0,2.0,15.0,0.13333333333333333,16.0
房源234,256.4,13982.0,天府新区,183.4,4室2厅1卫,15/13,2022.0,精装,北,有,566.0,4.0,2.0,1.0,15.0,13.0,1.1538461538461537,2.0
房源235,276.9,26196.0,双流区,105.7,1室2厅2卫,26/25,2017.0,精装,南,有,3876.0,1.0,2.0,2.0,26.0,25.0,1.04,7.0
房源236,209.3,26389.0,武侯区,79.3,2室1厅1卫,14/26,2020.0,毛坯,东南,有,93.0,2.0,1.0,1.0,14.0,26.0,0.5384615384615384,4.0
房源237,188.0,15232.0,双流区,123.4,3室1厅2卫,22/7,2010.0,简装,西,无,2554.0,3.0,1.0,2.0,22.0,7.0,3.142857142857143,14.0
房源238,336.0,20845.0,龙泉驿区,161.2,1室1厅2卫,14/26,2004.0,简装,西北,有,654.0,1.0,1.0,2.0,14.0,26.0,0.5384615384615384,20.0
房源239,323.9,26142.0,温江区,123.9,2室2厅1卫,24/27,2003.0,精装,西,有,977.0,2.0,2.0,1.0,24.0,27.0,0.8888888888888888,21.0
房源240,197.3,16104.0,天府新区,122.5,2室2厅1卫,29/10,2008.0,精装,东北,有,1773.0,2.0,2.0,1.0,29.0,10.0,2.9,16.0
房源241,298.4,16982.0,成华区,175.7,1室2厅1卫,17/14,2004.0,精装,北,有,447.0,1.0,2.0,1.0,17.0,14.0,1.2142857142857142,20.0
房源242,157.3,15092.0,龙泉驿区,104.2,4室2厅1卫,8/4,1995.0,毛坯,西北,有,563.0,4.0,2.0,1.0,8.0,4.0,2.0,29.0
房源243,231.4,12926.0,武侯区,179.0,4室1厅1卫,26/16,1998.0,简装,北,有,527.0,4.0,1.0,1.0,26.0,16.0,1.625,26.0
房源244,163.8,14754.0,青羊区,111.0,1室2厅1卫,24/13,2009.0,毛坯,东南,无,470.0,1.0,2.0,1.0,24.0,13.0,1.8461538461538463,15.0
房源245,117.8,11880.0,高新区,99.2,1室2厅2卫,22/27,2015.0,简装,北,无,2597.0,1.0,2.0,2.0,22.0,27.0,0.8148148148148148,9.0
房源246,214.6,18170.0,温江区,118.1,2室2厅1卫,25/27,2007.0,毛坯,东,有,1766.0,2.0,2.0,1.0,25.0,27.0,0.9259259259259259,17.0
房源247,232.6,14150.0,锦江区,164.4,3室1厅2卫,20/18,2017.0,简装,东,无,115.0,3.0,1.0,2.0,20.0,18.0,1.1111111111111112,7.0
房源248,132.1,19169.0,双流区,68.9,2室1厅2卫,14/18,1998.0,精装,西南,无,114.0,2.0,1.0,2.0,14.0,18.0,0.7777777777777778,26.0
房源249,81.3,10221.0,天府新区,79.5,4室1厅1卫,5/26,2021.0,精装,东,有,558.0,4.0,1.0,1.0,5.0,26.0,0.19230769230769232,3.0
房源250,378.7,19654.0,双流区,192.7,2室2厅2卫,9/28,1995.0,精装,东,无,104.0,2.0,2.0,2.0,9.0,28.0,0.32142857142857145,29.0
房源251,169.1,22168.0,温江区,76.3,1室1厅1卫,3/8,2003.0,毛坯,东南,有,714.5,1.0,1.0,1.0,3.0,8.0,0.375,21.0
房源252,108.6,8031.0,双流区,135.2,1室1厅2卫,20/22,2017.0,精装,西,有,155.0,1.0,1.0,2.0,20.0,22.0,0.9090909090909091,7.0
房源253,272.0,19870.0,温江区,136.9,4室2厅1卫,10/22,2013.0,简装,东,有,739.0,4.0,2.0,1.0,10.0,22.0,0.45454545454545453,11.0
房源254,297.9,24138.0,双流区,123.4,1室1厅2卫,19/21,2002.0,毛坯,西北,有,7.0,1.0,1.0,2.0,19.0,21.0,0.9047619047619048,22.0
房源255,175.3,11952.0,金牛区,146.7,1室1厅2卫,28/3,2001.0,简装,西南,有,381.0,1.0,1.0,2.0,28.0,3.0,9.333333333333334,23.0
房源256,222.8,26363.0,成华区,84.5,1室2厅1卫,11/11,2008.0,毛坯,北,有,1131.0,1.0,2.0,1.0,11.0,11.0,1.0,16.0
房源257,267.1,20095.0,龙泉驿区,132.9,3室2厅2卫,17/16,2010.0,简装,东,无,662.0,3.0,2.0,2.0,17.0,16.0,1.0625,14.0
房源258,153.1,14475.0,龙泉驿区,105.8,4室2厅2卫,7/4,2016.0,简装,西南,无,3829.0,4.0,2.0,2.0,7.0,4.0,1.75,8.0
房源259,264.6,17721.0,武侯区,149.3,2室1厅1卫,23/19,2008.0,毛坯,东南,无,2072.0,2.0,1.0,1.0,23.0,19.0,1.2105263157894737,16.0
房源260,148.0,20792.0,锦江区,71.2,2室1厅2卫,12/15,2013.0,毛坯,东北,无,445.0,2.0,1.0,2.0,12.0,15.0,0.8,11.0
房源261,249.2,18380.0,锦江区,135.6,1室2厅1卫,11/5,2015.0,精装,东北,无,47.0,1.0,2.0,1.0,11.0,5.0,2.2,9.0
房源262,161.0,20694.0,武侯区,77.8,1室1厅1卫,5/15,2017.0,精装,东北,有,1868.0,1.0,1.0,1.0,5.0,15.0,0.3333333333333333,7.0
房源263,123.0,13397.0,高新区,91.8,1室2厅2卫,29/18,2007.0,简装,北,有,2422.0,1.0,2.0,2.0,29.0,18.0,1.6111111111111112,17.0
房源264,156.1,18847.0,龙泉驿区,82.8,4室1厅2卫,11/26,2018.0,简装,西南,有,1718.0,4.0,1.0,2.0,11.0,26.0,0.4230769230769231,6.0
房源265,84.6,10931.0,高新区,77.4,3室1厅1卫,12/2,2006.0,简装,东,无,137.0,3.0,1.0,1.0,12.0,2.0,6.0,18.0
房源266,303.4,17444.0,温江区,173.9,4室1厅2卫,20/15,1993.0,毛坯,西,有,6173.0,4.0,1.0,2.0,20.0,15.0,1.3333333333333333,31.0
房源267,125.2,13480.0,温江区,92.9,2室1厅1卫,20/4,2018.0,毛坯,北,无,299.0,2.0,1.0,1.0,20.0,4.0,5.0,6.0
房源268,270.8,14322.0,青羊区,189.1,4室2厅2卫,22/18,1993.0,精装,北,有,1288.0,4.0,2.0,2.0,22.0,18.0,1.2222222222222223,31.0
房源269,472.7,24180.0,双流区,195.5,2室2厅2卫,6/23,1999.0,简装,东北,有,2386.0,2.0,2.0,2.0,6.0,23.0,0.2608695652173913,25.0
房源270,318.3,23457.0,锦江区,135.7,3室2厅2卫,27/26,2014.0,精装,西,无,269.0,3.0,2.0,2.0,27.0,26.0,1.0384615384615385,10.0
房源271,150.5,21046.0,青羊区,71.5,4室2厅1卫,19/11,2020.0,毛坯,东北,有,2389.0,4.0,2.0,1.0,19.0,11.0,1.7272727272727273,4.0
房源272,133.2,12538.0,成华区,106.2,1室2厅2卫,28/24,1992.0,毛坯,北,有,370.0,1.0,2.0,2.0,28.0,24.0,1.1666666666666667,32.0
房源273,278.6,16418.0,武侯区,169.7,2室1厅1卫,2/27,1991.0,毛坯,东,有,3747.0,2.0,1.0,1.0,2.0,27.0,0.07407407407407407,33.0
房源274,252.9,24065.0,武侯区,105.1,1室1厅1卫,8/29,2014.0,精装,东北,有,330.0,1.0,1.0,1.0,8.0,29.0,0.27586206896551724,10.0
房源275,118.1,18709.0,温江区,63.1,1室2厅1卫,11/5,1995.0,毛坯,东北,无,3067.0,1.0,2.0,1.0,11.0,5.0,2.2,29.0
房源276,395.1,29597.0,龙泉驿区,133.5,3室2厅1卫,18/23,2015.0,简装,西北,有,55.0,3.0,2.0,1.0,18.0,23.0,0.782608695652174,9.0
房源277,353.0,19967.0,高新区,176.8,2室1厅2卫,18/14,1997.0,精装,东北,有,1235.0,2.0,1.0,2.0,18.0,14.0,1.2857142857142858,27.0
房源278,321.2,18960.0,锦江区,169.4,2室2厅2卫,22/10,2016.0,毛坯,北,有,760.0,2.0,2.0,2.0,22.0,10.0,2.2,8.0
房源279,125.5,16454.0,青羊区,76.3,4室1厅1卫,3/9,2014.0,精装,东,无,650.0,4.0,1.0,1.0,3.0,9.0,0.3333333333333333,10.0
房源280,281.7,18668.0,高新区,150.9,4室2厅2卫,3/11,2007.0,精装,西,有,253.0,4.0,2.0,2.0,3.0,11.0,0.2727272727272727,17.0
房源281,143.2,17238.0,青羊区,83.1,3室2厅2卫,12/12,2006.0,毛坯,南,有,1223.0,3.0,2.0,2.0,12.0,12.0,1.0,18.0
房源282,178.1,21541.0,双流区,82.7,2室2厅1卫,3/21,1992.0,毛坯,西,无,212.0,2.0,2.0,1.0,3.0,21.0,0.14285714285714285,32.0
房源283,412.6,22784.0,成华区,181.1,4室2厅1卫,7/14,1993.0,精装,东,有,805.0,4.0,2.0,1.0,7.0,14.0,0.5,31.0
房源284,123.1,14070.0,成华区,87.5,4室2厅1卫,24/28,2004.0,精装,东南,无,292.0,4.0,2.0,1.0,24.0,28.0,0.8571428571428571,20.0
房源285,101.5,11344.0,高新区,89.5,1室1厅2卫,11/7,1997.0,毛坯,东北,有,3115.0,1.0,1.0,2.0,11.0,7.0,1.5714285714285714,27.0
房源286,44.2,8819.0,高新区,50.1,2室1厅1卫,25/21,2008.0,简装,西,有,29.0,2.0,1.0,1.0,25.0,21.0,1.1904761904761905,16.0
房源287,371.0,20540.0,高新区,180.6,3室2厅2卫,10/11,2015.0,精装,东南,有,223.0,3.0,2.0,2.0,10.0,11.0,0.9090909090909091,9.0
房源288,210.8,12483.0,青羊区,168.9,3室2厅1卫,15/19,1999.0,精装,东南,无,277.0,3.0,2.0,1.0,15.0,19.0,0.7894736842105263,25.0
房源289,104.3,7236.0,双流区,144.1,2室2厅2卫,16/22,2003.0,简装,东,无,535.0,2.0,2.0,2.0,16.0,22.0,0.7272727272727273,21.0
房源290,324.1,19943.0,金牛区,162.5,4室1厅2卫,21/28,2008.0,毛坯,东,有,265.0,4.0,1.0,2.0,21.0,28.0,0.75,16.0
房源291,221.8,30465.0,高新区,72.8,4室1厅2卫,20/12,2019.0,毛坯,西北,有,676.0,4.0,1.0,2.0,20.0,12.0,1.6666666666666667,5.0
房源292,213.3,17970.0,龙泉驿区,118.7,1室1厅2卫,18/23,1994.0,简装,东北,无,2059.0,1.0,1.0,2.0,18.0,23.0,0.782608695652174,30.0
房源293,227.9,22192.0,锦江区,102.7,4室1厅1卫,13/5,2020.0,毛坯,南,有,1245.0,4.0,1.0,1.0,13.0,5.0,2.6,4.0
房源294,118.0,18409.0,锦江区,64.1,3室2厅1卫,4/28,1996.0,毛坯,西南,无,867.0,3.0,2.0,1.0,4.0,28.0,0.14285714285714285,28.0
房源295,215.1,17506.0,青羊区,122.9,1室1厅2卫,14/8,2008.0,精装,北,有,714.5,1.0,1.0,2.0,14.0,8.0,1.75,16.0
房源296,425.0,22595.0,高新区,188.1,3室2厅2卫,9/25,2020.0,精装,西,无,1184.0,3.0,2.0,2.0,9.0,25.0,0.36,4.0
房源297,92.7,16549.0,温江区,56.0,1室2厅1卫,19/3,2013.0,精装,东,有,182.0,1.0,2.0,1.0,19.0,3.0,6.333333333333333,11.0
房源298,181.2,19337.0,武侯区,93.7,4室2厅1卫,5/21,2012.0,简装,西,有,1543.0,4.0,2.0,1.0,5.0,21.0,0.23809523809523808,12.0
房源299,159.0,19608.0,金牛区,81.1,3室1厅2卫,26/18,1995.0,毛坯,西南,有,288.0,3.0,1.0,2.0,26.0,18.0,1.4444444444444444,29.0
房源300,125.6,14660.0,龙泉驿区,85.7,2室1厅1卫,1/8,2016.0,毛坯,西南,无,540.0,2.0,1.0,1.0,1.0,8.0,0.125,8.0
房源301,427.7,22960.0,双流区,186.3,2室2厅2卫,19/17,2000.0,精装,东北,有,432.0,2.0,2.0,2.0,19.0,17.0,1.1176470588235294,24.0
房源302,205.8,17125.0,温江区,120.2,3室2厅1卫,17/11,1994.0,精装,东南,有,1958.0,3.0,2.0,1.0,17.0,11.0,1.5454545454545454,30.0
房源303,170.5,14221.0,成华区,119.9,2室2厅1卫,2/6,2006.0,简装,东北,有,135.0,2.0,2.0,1.0,2.0,6.0,0.3333333333333333,18.0
房源304,339.4,20683.0,温江区,164.1,1室1厅2卫,22/14,1996.0,毛坯,北,有,834.0,1.0,1.0,2.0,22.0,14.0,1.5714285714285714,28.0
房源305,98.9,13508.0,青羊区,73.2,4室2厅1卫,3/12,2016.0,简装,南,无,153.0,4.0,2.0,1.0,3.0,12.0,0.25,8.0
房源306,223.3,18141.0,金牛区,123.1,4室1厅1卫,4/12,2004.0,毛坯,西,无,1220.0,4.0,1.0,1.0,4.0,12.0,0.3333333333333333,20.0
房源307,205.6,17954.0,天府新区,114.5,1室2厅2卫,13/2,2002.0,简装,北,有,2355.0,1.0,2.0,2.0,13.0,2.0,6.5,22.0
房源308,326.8,23429.0,天府新区,139.5,3室2厅1卫,2/15,2000.0,精装,西北,无,570.0,3.0,2.0,1.0,2.0,15.0,0.13333333333333333,24.0
房源309,407.3,20373.0,高新区,199.9,1室2厅1卫,23/29,2015.0,简装,南,无,670.0,1.0,2.0,1.0,23.0,29.0,0.7931034482758621,9.0
房源310,295.7,17875.0,高新区,165.4,1室2厅1卫,17/7,2011.0,简装,西,无,2623.0,1.0,2.0,1.0,17.0,7.0,2.4285714285714284,13.0
房源311,242.3,22089.0,青羊区,109.7,1室1厅1卫,28/14,2017.0,精装,北,有,736.0,1.0,1.0,1.0,28.0,14.0,2.0,7.0
房源312,434.4,24951.0,双流区,174.1,3室1厅1卫,12/17,2013.0,毛坯,东,无,714.5,3.0,1.0,1.0,12.0,17.0,0.7058823529411765,11.0
房源313,157.2,20789.0,高新区,75.6,4室2厅1卫,14/6,2018.0,毛坯,西,有,864.0,4.0,2.0,1.0,14.0,6.0,2.3333333333333335,6.0
房源314,98.6,18052.0,武侯区,54.6,1室2厅2卫,19/24,1998.0,精装,北,有,1169.0,1.0,2.0,2.0,19.0,24.0,0.7916666666666666,26.0
房源315,92.3,11441.0,金牛区,80.7,2室2厅2卫,6/27,1993.0,简装,西南,无,113.0,2.0,2.0,2.0,6.0,27.0,0.2222222222222222,31.0
房源316,128.1,12674.0,青羊区,101.1,1室2厅2卫,18/24,2007.0,简装,南,有,1721.0,1.0,2.0,2.0,18.0,24.0,0.75,17.0
房源317,208.6,16474.0,锦江区,126.6,4室1厅1卫,5/24,2005.0,简装,北,有,572.0,4.0,1.0,1.0,5.0,24.0,0.20833333333333334,19.0
房源318,212.8,14952.0,成华区,142.3,1室1厅1卫,24/6,2022.0,毛坯,东,无,75.0,1.0,1.0,1.0,24.0,6.0,4.0,2.0
房源319,318.4,17065.0,青羊区,186.6,3室2厅1卫,2/8,2018.0,简装,东北,无,1543.0,3.0,2.0,1.0,2.0,8.0,0.25,6.0
房源320,231.3,18283.0,青羊区,126.5,3室2厅1卫,15/15,1999.0,毛坯,西,有,473.0,3.0,2.0,1.0,15.0,15.0,1.0,25.0
房源321,258.5,20648.0,天府新区,125.2,2室2厅1卫,11/22,1998.0,简装,西北,无,106.0,2.0,2.0,1.0,11.0,22.0,0.5,26.0
房源322,101.5,17648.0,龙泉驿区,57.5,4室2厅2卫,22/24,2020.0,精装,西,有,1005.0,4.0,2.0,2.0,22.0,24.0,0.9166666666666666,4.0
房源323,112.8,20433.0,双流区,55.2,4室1厅2卫,1/18,2017.0,精装,西,有,2121.0,4.0,1.0,2.0,1.0,18.0,0.05555555555555555,7.0
房源324,243.1,18322.0,龙泉驿区,132.7,3室2厅2卫,12/12,1992.0,毛坯,东,无,2187.0,3.0,2.0,2.0,12.0,12.0,1.0,32.0
房源325,94.0,8123.0,武侯区,115.7,2室1厅1卫,25/11,2003.0,毛坯,南,有,3162.0,2.0,1.0,1.0,25.0,11.0,2.272727272727273,21.0
房源326,234.0,13303.0,锦江区,175.9,1室2厅2卫,28/8,2014.0,精装,西,有,2023.0,1.0,2.0,2.0,28.0,8.0,3.5,10.0
房源327,128.0,17280.0,天府新区,74.1,2室2厅1卫,28/7,2004.0,精装,南,有,2.0,2.0,2.0,1.0,28.0,7.0,4.0,20.0
房源328,64.2,11952.0,锦江区,53.7,4室1厅2卫,23/21,1991.0,简装,北,有,478.0,4.0,1.0,2.0,23.0,21.0,1.0952380952380953,33.0
房源329,246.5,21000.0,武侯区,117.4,3室1厅2卫,2/11,2013.0,精装,西南,有,1707.0,3.0,1.0,2.0,2.0,11.0,0.18181818181818182,11.0
房源330,219.6,25654.0,龙泉驿区,85.6,2室1厅2卫,22/10,2006.0,毛坯,西北,无,456.0,2.0,1.0,2.0,22.0,10.0,2.2,18.0
房源331,138.3,24094.0,青羊区,57.4,2室1厅1卫,3/20,1996.0,精装,西南,无,920.0,2.0,1.0,1.0,3.0,20.0,0.15,28.0
房源332,268.7,16933.0,高新区,158.7,3室1厅2卫,29/10,2013.0,毛坯,南,有,932.0,3.0,1.0,2.0,29.0,10.0,2.9,11.0
