title,total_price,price_per_sqm,district,area,layout,floor,year_built,decoration,orientation,has_elevator,subway_distance,rooms,halls,baths,current_floor,total_floors,floor_ratio,house_age,hospital_distance,school_distance,is_near_hospital,is_near_school,is_near_subway
房源148,142.3,25973.0,温江区,54.8,4室1厅2卫,13/19,1997.0,毛坯,东南,无,582,4.0,1.0,2.0,13.0,19.0,0.6842105263157895,27.0,3499,2622,False,False,True
房源149,156.2,13765.0,龙泉驿区,113.5,3室2厅2卫,12/16,2017.0,简装,东南,无,1349,3.0,2.0,2.0,12.0,16.0,0.75,7.0,3652,1936,False,False,False
房源150,81.8,13043.0,龙泉驿区,62.7,1室2厅1卫,25/25,2012.0,精装,南,有,772,1.0,2.0,1.0,25.0,25.0,1.0,12.0,1198,3415,True,False,True
房源151,102.0,7233.0,天府新区,141.0,3室1厅1卫,19/3,1993.0,毛坯,北,无,730,3.0,1.0,1.0,19.0,3.0,6.333333333333333,31.0,2660,3164,False,False,True
房源152,269.6,14805.0,武侯区,182.1,1室2厅1卫,12/5,2003.0,简装,北,无,2808,1.0,2.0,1.0,12.0,5.0,2.4,21.0,4597,3304,False,False,False
房源153,207.7,11385.0,青羊区,182.4,4室2厅1卫,2/22,2018.0,毛坯,东,无,761,4.0,2.0,1.0,2.0,22.0,0.0909090909090909,6.0,1354,1340,True,True,True
房源154,390.3,26210.0,金牛区,148.9,4室1厅2卫,7/13,1990.0,精装,西南,有,2952,4.0,1.0,2.0,7.0,13.0,0.5384615384615384,34.0,3974,629,False,True,False
房源155,188.3,23049.0,高新区,81.7,4室2厅1卫,25/15,1993.0,简装,西南,无,2566,4.0,2.0,1.0,25.0,15.0,1.6666666666666667,31.0,2207,3940,False,False,False
房源156,261.2,14559.0,成华区,179.4,4室1厅2卫,22/3,2021.0,毛坯,西北,无,1087,4.0,1.0,2.0,22.0,3.0,7.333333333333333,3.0,3277,1820,False,False,False
房源157,535.2,29262.0,龙泉驿区,182.9,2室2厅2卫,28/21,2022.0,毛坯,西南,无,1646,2.0,2.0,2.0,28.0,21.0,1.3333333333333333,2.0,2233,311,False,True,False
房源158,182.1,22909.0,高新区,79.5,3室1厅2卫,20/5,2015.0,简装,西,有,749,3.0,1.0,2.0,20.0,5.0,4.0,9.0,4010,1641,False,False,True
房源159,263.0,16376.0,高新区,160.6,4室1厅1卫,24/8,2006.0,毛坯,北,无,1068,4.0,1.0,1.0,24.0,8.0,3.0,18.0,702,3963,True,False,False
房源160,51.2,5503.0,锦江区,93.0,3室1厅2卫,22/1,2012.0,毛坯,东,无,2737,3.0,1.0,2.0,22.0,1.0,22.0,12.0,3755,515,False,True,False
房源161,501.9,29455.0,武侯区,170.4,2室1厅1卫,8/24,2021.0,精装,东南,有,1200,2.0,1.0,1.0,8.0,24.0,0.3333333333333333,3.0,4718,638,False,True,False
房源162,220.6,11052.0,成华区,199.6,3室1厅1卫,18/20,2004.0,精装,东北,有,2656,3.0,1.0,1.0,18.0,20.0,0.9,20.0,4996,2099,False,False,False
房源163,53.3,9773.0,金牛区,54.5,3室2厅2卫,28/16,2002.0,精装,西南,无,540,3.0,2.0,2.0,28.0,16.0,1.75,22.0,1266,3008,True,False,True
房源164,426.7,23113.0,温江区,184.6,4室1厅1卫,18/20,1991.0,精装,东南,有,1020,4.0,1.0,1.0,18.0,20.0,0.9,33.0,4889,3452,False,False,False
房源165,433.1,30199.0,锦江区,143.4,1室2厅1卫,12/13,2008.0,精装,东南,有,869,1.0,2.0,1.0,12.0,13.0,0.9230769230769232,16.0,2827,2050,False,False,True
房源166,488.5,24921.0,高新区,196.0,1室2厅1卫,13/10,2013.0,精装,南,有,1443,1.0,2.0,1.0,13.0,10.0,1.3,11.0,3431,1808,False,False,False
房源167,249.4,20820.0,高新区,119.8,4室2厅1卫,7/25,2013.0,简装,西,无,1926,4.0,2.0,1.0,7.0,25.0,0.28,11.0,697,2721,True,False,False
房源168,371.4,20974.0,双流区,177.1,2室1厅2卫,14/24,2000.0,精装,东,有,362,2.0,1.0,2.0,14.0,24.0,0.5833333333333334,24.0,2430,3323,False,False,True
房源169,132.3,22267.0,成华区,59.4,3室2厅1卫,16/15,2011.0,毛坯,西,有,1677,3.0,2.0,1.0,16.0,15.0,1.0666666666666669,13.0,4082,1009,False,True,False
房源170,218.6,21795.0,成华区,100.3,2室2厅2卫,12/9,2004.0,简装,南,有,2784,2.0,2.0,2.0,12.0,9.0,1.3333333333333333,20.0,1108,1523,True,False,False
房源171,116.6,19406.0,双流区,60.1,1室1厅2卫,8/18,1999.0,毛坯,东,无,2606,1.0,1.0,2.0,8.0,18.0,0.4444444444444444,25.0,3772,3908,False,False,False
房源172,363.6,18521.0,成华区,196.3,3室2厅1卫,23/18,2016.0,精装,东,有,1098,3.0,2.0,1.0,23.0,18.0,1.2777777777777777,8.0,1647,2813,True,False,False
房源173,305.1,17687.0,高新区,172.5,2室1厅2卫,13/28,1998.0,精装,北,无,799,2.0,1.0,2.0,13.0,28.0,0.4642857142857143,26.0,4782,1412,False,True,True
房源174,253.2,14230.0,龙泉驿区,177.9,4室2厅2卫,27/18,2017.0,毛坯,西,无,2449,4.0,2.0,2.0,27.0,18.0,1.5,7.0,3897,1591,False,False,False
房源175,316.5,16597.0,青羊区,190.7,1室2厅1卫,15/4,1990.0,毛坯,西,有,1703,1.0,2.0,1.0,15.0,4.0,3.75,34.0,3011,3942,False,False,False
房源176,59.9,9535.0,高新区,62.8,1室2厅1卫,17/5,2006.0,毛坯,北,有,1341,1.0,2.0,1.0,17.0,5.0,3.4,18.0,2294,788,False,True,False
房源177,188.7,17508.0,锦江区,107.8,3室1厅2卫,22/16,2020.0,简装,西北,有,1225,3.0,1.0,2.0,22.0,16.0,1.375,4.0,1159,1861,True,False,False
房源178,79.3,13057.0,武侯区,60.7,1室1厅2卫,9/10,1999.0,精装,东南,有,2701,1.0,1.0,2.0,9.0,10.0,0.9,25.0,3311,346,False,True,False
房源179,101.9,12482.0,双流区,81.6,4室1厅2卫,24/18,2018.0,毛坯,南,有,2435,4.0,1.0,2.0,24.0,18.0,1.3333333333333333,6.0,1869,3659,True,False,False
房源180,159.5,18899.0,金牛区,84.4,3室1厅1卫,17/18,2007.0,精装,西,无,1290,3.0,1.0,1.0,17.0,18.0,0.9444444444444444,17.0,2486,1077,False,True,False
房源181,300.5,24960.0,温江区,120.4,4室1厅2卫,7/4,1995.0,毛坯,北,无,2768,4.0,1.0,2.0,7.0,4.0,1.75,29.0,646,1339,True,True,False
房源182,204.0,22592.0,金牛区,90.3,4室1厅2卫,26/5,2001.0,精装,东北,有,1105,4.0,1.0,2.0,26.0,5.0,5.2,23.0,3719,1010,False,True,False
房源183,66.1,10147.0,高新区,65.1,2室2厅2卫,28/23,2003.0,简装,西北,有,135,2.0,2.0,2.0,28.0,23.0,1.2173913043478262,21.0,3411,700,False,True,True
房源184,98.0,13052.0,锦江区,75.1,4室1厅2卫,16/3,1999.0,精装,东,有,843,4.0,1.0,2.0,16.0,3.0,5.333333333333333,25.0,2234,2117,False,False,True
房源185,163.7,22704.0,高新区,72.1,1室1厅1卫,26/18,2009.0,毛坯,西南,有,1864,1.0,1.0,1.0,26.0,18.0,1.4444444444444444,15.0,2343,3328,False,False,False
房源186,256.5,13088.0,武侯区,196.0,1室1厅1卫,29/23,2004.0,精装,东北,有,452,1.0,1.0,1.0,29.0,23.0,1.2608695652173914,20.0,988,3457,True,False,True
房源187,276.6,16877.0,龙泉驿区,163.9,2室2厅2卫,21/14,2020.0,简装,北,无,2022,2.0,2.0,2.0,21.0,14.0,1.5,4.0,3476,549,False,True,False
房源188,405.0,20750.0,温江区,195.2,1室2厅2卫,15/17,1996.0,简装,西南,无,172,1.0,2.0,2.0,15.0,17.0,0.8823529411764706,28.0,2459,690,False,True,True
房源189,152.6,13158.0,武侯区,116.0,2室1厅2卫,1/25,1999.0,精装,东南,有,2795,2.0,1.0,2.0,1.0,25.0,0.04,25.0,2885,634,False,True,False
房源190,170.1,18527.0,双流区,91.8,1室2厅1卫,21/17,1999.0,毛坯,南,无,1476,1.0,2.0,1.0,21.0,17.0,1.2352941176470589,25.0,3419,928,False,True,False
房源191,192.3,11330.0,双流区,169.7,3室1厅2卫,23/25,2017.0,简装,西南,有,2014,3.0,1.0,2.0,23.0,25.0,0.92,7.0,2302,3890,False,False,False
房源192,148.3,14993.0,高新区,98.9,4室1厅2卫,11/17,2019.0,简装,西北,无,1193,4.0,1.0,2.0,11.0,17.0,0.6470588235294118,5.0,4561,436,False,True,False
房源193,186.0,19599.0,锦江区,94.9,3室1厅2卫,26/14,1992.0,精装,东南,有,2572,3.0,1.0,2.0,26.0,14.0,1.8571428571428568,32.0,3869,3230,False,False,False
房源194,85.2,10035.0,武侯区,84.9,2室2厅1卫,29/20,2004.0,简装,西南,有,807,2.0,2.0,1.0,29.0,20.0,1.45,20.0,762,3035,True,False,True
房源195,140.4,20202.0,天府新区,69.5,3室2厅1卫,19/21,2010.0,简装,东,无,1904,3.0,2.0,1.0,19.0,21.0,0.9047619047619048,14.0,1123,1821,True,False,False
房源196,158.4,17902.0,锦江区,88.5,2室1厅2卫,7/24,2001.0,毛坯,东,有,2708,2.0,1.0,2.0,7.0,24.0,0.2916666666666667,23.0,1516,1126,True,True,False
房源197,214.5,20762.0,龙泉驿区,103.3,4室1厅2卫,13/18,1993.0,毛坯,西北,无,2975,4.0,1.0,2.0,13.0,18.0,0.7222222222222222,31.0,4143,1026,False,True,False
房源198,288.9,19120.0,双流区,151.1,4室1厅2卫,23/14,1998.0,毛坯,东,有,1055,4.0,1.0,2.0,23.0,14.0,1.6428571428571428,26.0,2549,1800,False,False,False
房源199,147.4,24821.0,高新区,59.4,3室2厅1卫,1/7,2017.0,精装,东,有,2664,3.0,2.0,1.0,1.0,7.0,0.1428571428571428,7.0,4223,2941,False,False,False
房源200,152.0,18626.0,成华区,81.6,4室2厅2卫,8/18,2012.0,简装,北,有,2575,4.0,2.0,2.0,8.0,18.0,0.4444444444444444,12.0,3608,3594,False,False,False
房源201,271.7,15853.0,双流区,171.4,2室1厅1卫,9/1,2011.0,精装,东,有,259,2.0,1.0,1.0,9.0,1.0,9.0,13.0,4590,1289,False,True,True
房源202,134.0,18611.0,温江区,72.0,1室1厅1卫,29/22,2013.0,简装,东北,有,2296,1.0,1.0,1.0,29.0,22.0,1.318181818181818,11.0,2556,2719,False,False,False
房源203,210.1,20716.0,青羊区,101.4,1室1厅2卫,17/19,2015.0,简装,东,有,2923,1.0,1.0,2.0,17.0,19.0,0.8947368421052632,9.0,3670,1234,False,True,False
房源204,327.8,18244.0,成华区,179.7,4室2厅2卫,27/6,2019.0,简装,东北,有,1835,4.0,2.0,2.0,27.0,6.0,4.5,5.0,2182,3342,False,False,False
房源205,133.2,18203.0,高新区,73.2,3室1厅1卫,3/24,2022.0,毛坯,北,有,1685,3.0,1.0,1.0,3.0,24.0,0.125,2.0,2755,701,False,True,False
房源206,90.4,14490.0,天府新区,62.4,2室1厅2卫,5/2,2005.0,精装,东,无,166,2.0,1.0,2.0,5.0,2.0,2.5,19.0,1654,1766,True,False,True
房源207,180.2,14685.0,成华区,122.7,3室1厅1卫,20/25,2011.0,精装,西北,有,2528,3.0,1.0,1.0,20.0,25.0,0.8,13.0,4999,3861,False,False,False
房源208,104.8,10987.0,温江区,95.4,3室2厅2卫,4/10,2007.0,简装,东南,无,157,3.0,2.0,2.0,4.0,10.0,0.4,17.0,3691,914,False,True,True
房源209,359.8,26748.0,锦江区,134.5,3室2厅1卫,10/24,1996.0,精装,西北,有,441,3.0,2.0,1.0,10.0,24.0,0.4166666666666667,28.0,2196,1596,False,False,True
房源210,201.0,11781.0,天府新区,170.6,1室1厅1卫,21/11,2006.0,毛坯,东南,有,1253,1.0,1.0,1.0,21.0,11.0,1.9090909090909087,18.0,4491,3897,False,False,False
房源211,102.6,14535.0,双流区,70.6,2室1厅1卫,27/16,1997.0,精装,西,有,2874,2.0,1.0,1.0,27.0,16.0,1.6875,27.0,2148,1482,False,True,False
房源212,197.5,14408.0,天府新区,137.1,2室1厅2卫,26/29,1995.0,简装,东南,有,1295,2.0,1.0,2.0,26.0,29.0,0.896551724137931,29.0,1945,3523,True,False,False
房源213,282.7,22475.0,武侯区,125.8,1室1厅1卫,29/17,2019.0,毛坯,南,有,2917,1.0,1.0,1.0,29.0,17.0,1.7058823529411764,5.0,4699,3342,False,False,False
房源214,118.3,16525.0,温江区,71.6,3室1厅1卫,16/7,2012.0,毛坯,南,有,2761,3.0,1.0,1.0,16.0,7.0,2.2857142857142856,12.0,4423,2967,False,False,False
房源215,348.1,24239.0,成华区,143.6,4室1厅2卫,16/3,2021.0,简装,南,有,1332,4.0,1.0,2.0,16.0,3.0,5.333333333333333,3.0,753,2535,True,False,False
房源216,133.2,14633.0,武侯区,91.0,4室1厅2卫,26/16,2011.0,精装,北,有,2501,4.0,1.0,2.0,26.0,16.0,1.625,13.0,3683,1421,False,True,False
房源217,238.9,19395.0,天府新区,123.2,3室2厅1卫,8/12,1998.0,简装,西北,无,1594,3.0,2.0,1.0,8.0,12.0,0.6666666666666666,26.0,3057,430,False,True,False
房源218,86.1,13823.0,武侯区,62.3,4室2厅1卫,3/17,2020.0,精装,东南,有,1921,4.0,2.0,1.0,3.0,17.0,0.1764705882352941,4.0,598,3152,True,False,False
房源219,341.6,28726.0,金牛区,118.9,4室1厅1卫,21/18,1996.0,精装,西北,有,215,4.0,1.0,1.0,21.0,18.0,1.1666666666666667,28.0,2700,1494,False,True,True
房源220,115.8,12062.0,温江区,96.0,3室1厅1卫,11/4,1998.0,毛坯,东北,有,761,3.0,1.0,1.0,11.0,4.0,2.75,26.0,3461,3283,False,False,True
房源221,339.0,19549.0,龙泉驿区,173.4,4室2厅2卫,16/17,2002.0,简装,南,无,1565,4.0,2.0,2.0,16.0,17.0,0.9411764705882352,22.0,4933,3333,False,False,False
房源222,123.8,21169.0,锦江区,58.5,3室2厅2卫,9/6,1992.0,毛坯,西,有,2600,3.0,2.0,2.0,9.0,6.0,1.5,32.0,4277,482,False,True,False
房源223,226.4,20069.0,天府新区,112.8,2室2厅2卫,24/27,2022.0,简装,北,有,1968,2.0,2.0,2.0,24.0,27.0,0.8888888888888888,2.0,3369,3330,False,False,False
房源224,202.8,17074.0,温江区,118.8,3室1厅2卫,20/25,2010.0,简装,西,有,2434,3.0,1.0,2.0,20.0,25.0,0.8,14.0,3734,663,False,True,False
房源225,275.5,17351.0,龙泉驿区,158.8,3室1厅2卫,2/9,2020.0,毛坯,东南,有,1116,3.0,1.0,2.0,2.0,9.0,0.2222222222222222,4.0,4291,338,False,True,False
房源226,248.0,18219.0,龙泉驿区,136.1,4室1厅2卫,28/21,2021.0,简装,东,有,410,4.0,1.0,2.0,28.0,21.0,1.3333333333333333,3.0,1456,3898,True,False,True
房源227,259.1,17265.0,高新区,150.1,3室1厅2卫,29/6,2004.0,简装,西,无,307,3.0,1.0,2.0,29.0,6.0,4.833333333333333,20.0,4567,2844,False,False,True
房源228,380.2,22819.0,武侯区,166.6,3室1厅1卫,3/20,2021.0,精装,东,有,2765,3.0,1.0,1.0,3.0,20.0,0.15,3.0,660,3887,True,False,False
房源229,520.9,29053.0,龙泉驿区,179.3,2室2厅2卫,6/7,1995.0,简装,北,有,2593,2.0,2.0,2.0,6.0,7.0,0.8571428571428571,29.0,4993,1672,False,False,False
房源230,147.7,15213.0,金牛区,97.1,4室1厅2卫,1/23,2010.0,简装,西,有,2817,4.0,1.0,2.0,1.0,23.0,0.0434782608695652,14.0,1800,3329,True,False,False
房源231,145.7,11151.0,温江区,130.7,4室2厅2卫,1/5,2022.0,毛坯,西,有,732,4.0,2.0,2.0,1.0,5.0,0.2,2.0,4487,1220,False,True,True
房源232,309.0,17559.0,青羊区,176.0,1室1厅1卫,6/13,2021.0,毛坯,西南,有,2202,1.0,1.0,1.0,6.0,13.0,0.4615384615384615,3.0,2027,3768,False,False,False
房源233,613.0,30899.0,青羊区,198.4,2室2厅1卫,2/15,2008.0,简装,北,有,756,2.0,2.0,1.0,2.0,15.0,0.1333333333333333,16.0,1718,3069,True,False,True
房源234,256.4,13982.0,天府新区,183.4,4室2厅1卫,15/13,2022.0,精装,北,有,1523,4.0,2.0,1.0,15.0,13.0,1.1538461538461535,2.0,4996,3532,False,False,False
房源235,276.9,26196.0,双流区,105.7,1室2厅2卫,26/25,2017.0,精装,南,有,2031,1.0,2.0,2.0,26.0,25.0,1.04,7.0,3604,315,False,True,False
房源236,209.3,26389.0,武侯区,79.3,2室1厅1卫,14/26,2020.0,毛坯,东南,有,2662,2.0,1.0,1.0,14.0,26.0,0.5384615384615384,4.0,3235,792,False,True,False
房源237,188.0,15232.0,双流区,123.4,3室1厅2卫,22/7,2010.0,简装,西,无,1779,3.0,1.0,2.0,22.0,7.0,3.142857142857143,14.0,1454,1749,True,False,False
房源238,336.0,20845.0,龙泉驿区,161.2,1室1厅2卫,14/26,2004.0,简装,西北,有,336,1.0,1.0,2.0,14.0,26.0,0.5384615384615384,20.0,3946,1431,False,True,True
房源239,323.9,26142.0,温江区,123.9,2室2厅1卫,24/27,2003.0,精装,西,有,447,2.0,2.0,1.0,24.0,27.0,0.8888888888888888,21.0,1545,3241,True,False,True
房源240,197.3,16104.0,天府新区,122.5,2室2厅1卫,29/10,2008.0,精装,东北,有,2774,2.0,2.0,1.0,29.0,10.0,2.9,16.0,2193,3821,False,False,False
房源241,298.4,16982.0,成华区,175.7,1室2厅1卫,17/14,2004.0,精装,北,有,729,1.0,2.0,1.0,17.0,14.0,1.2142857142857142,20.0,3936,610,False,True,True
房源242,157.3,15092.0,龙泉驿区,104.2,4室2厅1卫,8/4,1995.0,毛坯,西北,有,1640,4.0,2.0,1.0,8.0,4.0,2.0,29.0,1062,1038,True,True,False
房源243,231.4,12926.0,武侯区,179.0,4室1厅1卫,26/16,1998.0,简装,北,有,2103,4.0,1.0,1.0,26.0,16.0,1.625,26.0,2985,3541,False,False,False
房源244,163.8,14754.0,青羊区,111.0,1室2厅1卫,24/13,2009.0,毛坯,东南,无,1371,1.0,2.0,1.0,24.0,13.0,1.8461538461538465,15.0,3854,845,False,True,False
房源245,117.8,11880.0,高新区,99.2,1室2厅2卫,22/27,2015.0,简装,北,无,463,1.0,2.0,2.0,22.0,27.0,0.8148148148148148,9.0,725,2761,True,False,True
房源246,214.6,18170.0,温江区,118.1,2室2厅1卫,25/27,2007.0,毛坯,东,有,2468,2.0,2.0,1.0,25.0,27.0,0.925925925925926,17.0,1459,550,True,True,False
房源247,232.6,14150.0,锦江区,164.4,3室1厅2卫,20/18,2017.0,简装,东,无,385,3.0,1.0,2.0,20.0,18.0,1.1111111111111112,7.0,3567,1058,False,True,True
房源248,132.1,19169.0,双流区,68.9,2室1厅2卫,14/18,1998.0,精装,西南,无,248,2.0,1.0,2.0,14.0,18.0,0.7777777777777778,26.0,1315,2104,True,False,True
房源249,81.3,10221.0,天府新区,79.5,4室1厅1卫,5/26,2021.0,精装,东,有,1207,4.0,1.0,1.0,5.0,26.0,0.1923076923076923,3.0,3620,3512,False,False,False
房源250,378.7,19654.0,双流区,192.7,2室2厅2卫,9/28,1995.0,精装,东,无,2553,2.0,2.0,2.0,9.0,28.0,0.3214285714285714,29.0,516,1597,True,False,False
房源251,169.1,22168.0,温江区,76.3,1室1厅1卫,3/8,2003.0,毛坯,东南,有,555,1.0,1.0,1.0,3.0,8.0,0.375,21.0,1743,3787,True,False,True
房源252,108.6,8031.0,双流区,135.2,1室1厅2卫,20/22,2017.0,精装,西,有,1866,1.0,1.0,2.0,20.0,22.0,0.9090909090909092,7.0,2705,1931,False,False,False
房源253,272.0,19870.0,温江区,136.9,4室2厅1卫,10/22,2013.0,简装,东,有,899,4.0,2.0,1.0,10.0,22.0,0.4545454545454545,11.0,3024,2214,False,False,True
房源254,297.9,24138.0,双流区,123.4,1室1厅2卫,19/21,2002.0,毛坯,西北,有,1284,1.0,1.0,2.0,19.0,21.0,0.9047619047619048,22.0,1569,3410,True,False,False
房源255,175.3,11952.0,金牛区,146.7,1室1厅2卫,28/3,2001.0,简装,西南,有,1112,1.0,1.0,2.0,28.0,3.0,9.333333333333334,23.0,3944,1113,False,True,False
房源256,222.8,26363.0,成华区,84.5,1室2厅1卫,11/11,2008.0,毛坯,北,有,2931,1.0,2.0,1.0,11.0,11.0,1.0,16.0,3065,328,False,True,False
房源257,267.1,20095.0,龙泉驿区,132.9,3室2厅2卫,17/16,2010.0,简装,东,无,2607,3.0,2.0,2.0,17.0,16.0,1.0625,14.0,1560,1257,True,True,False
房源258,153.1,14475.0,龙泉驿区,105.8,4室2厅2卫,7/4,2016.0,简装,西南,无,1623,4.0,2.0,2.0,7.0,4.0,1.75,8.0,2827,2332,False,False,False
房源259,264.6,17721.0,武侯区,149.3,2室1厅1卫,23/19,2008.0,毛坯,东南,无,2885,2.0,1.0,1.0,23.0,19.0,1.2105263157894737,16.0,3920,776,False,True,False
房源260,148.0,20792.0,锦江区,71.2,2室1厅2卫,12/15,2013.0,毛坯,东北,无,2656,2.0,1.0,2.0,12.0,15.0,0.8,11.0,801,617,True,True,False
房源261,249.2,18380.0,锦江区,135.6,1室2厅1卫,11/5,2015.0,精装,东北,无,580,1.0,2.0,1.0,11.0,5.0,2.2,9.0,4776,544,False,True,True
房源262,161.0,20694.0,武侯区,77.8,1室1厅1卫,5/15,2017.0,精装,东北,有,1786,1.0,1.0,1.0,5.0,15.0,0.3333333333333333,7.0,1106,1047,True,True,False
房源263,123.0,13397.0,高新区,91.8,1室2厅2卫,29/18,2007.0,简装,北,有,2261,1.0,2.0,2.0,29.0,18.0,1.6111111111111112,17.0,3670,996,False,True,False
房源264,156.1,18847.0,龙泉驿区,82.8,4室1厅2卫,11/26,2018.0,简装,西南,有,2896,4.0,1.0,2.0,11.0,26.0,0.4230769230769231,6.0,1199,571,True,True,False
房源265,84.6,10931.0,高新区,77.4,3室1厅1卫,12/2,2006.0,简装,东,无,1701,3.0,1.0,1.0,12.0,2.0,6.0,18.0,1639,3811,True,False,False
房源266,303.4,17444.0,温江区,173.9,4室1厅2卫,20/15,1993.0,毛坯,西,有,2508,4.0,1.0,2.0,20.0,15.0,1.3333333333333333,31.0,690,2071,True,False,False
房源267,125.2,13480.0,温江区,92.9,2室1厅1卫,20/4,2018.0,毛坯,北,无,440,2.0,1.0,1.0,20.0,4.0,5.0,6.0,2800,1562,False,False,True
房源268,270.8,14322.0,青羊区,189.1,4室2厅2卫,22/18,1993.0,精装,北,有,2917,4.0,2.0,2.0,22.0,18.0,1.2222222222222223,31.0,1480,2724,True,False,False
房源269,472.7,24180.0,双流区,195.5,2室2厅2卫,6/23,1999.0,简装,东北,有,2110,2.0,2.0,2.0,6.0,23.0,0.2608695652173913,25.0,3475,565,False,True,False
房源270,318.3,23457.0,锦江区,135.7,3室2厅2卫,27/26,2014.0,精装,西,无,2908,3.0,2.0,2.0,27.0,26.0,1.0384615384615383,10.0,1684,3273,True,False,False
房源271,150.5,21046.0,青羊区,71.5,4室2厅1卫,19/11,2020.0,毛坯,东北,有,2596,4.0,2.0,1.0,19.0,11.0,1.7272727272727273,4.0,3827,1220,False,True,False
房源272,133.2,12538.0,成华区,106.2,1室2厅2卫,28/24,1992.0,毛坯,北,有,1966,1.0,2.0,2.0,28.0,24.0,1.1666666666666667,32.0,3894,3730,False,False,False
房源273,278.6,16418.0,武侯区,169.7,2室1厅1卫,2/27,1991.0,毛坯,东,有,934,2.0,1.0,1.0,2.0,27.0,0.074074074074074,33.0,627,639,True,True,True
房源274,252.9,24065.0,武侯区,105.1,1室1厅1卫,8/29,2014.0,精装,东北,有,1303,1.0,1.0,1.0,8.0,29.0,0.2758620689655172,10.0,2565,688,False,True,False
房源275,118.1,18709.0,温江区,63.1,1室2厅1卫,11/5,1995.0,毛坯,东北,无,1825,1.0,2.0,1.0,11.0,5.0,2.2,29.0,2316,2924,False,False,False
房源276,395.1,29597.0,龙泉驿区,133.5,3室2厅1卫,18/23,2015.0,简装,西北,有,1789,3.0,2.0,1.0,18.0,23.0,0.782608695652174,9.0,1069,2350,True,False,False
房源277,353.0,19967.0,高新区,176.8,2室1厅2卫,18/14,1997.0,精装,东北,有,410,2.0,1.0,2.0,18.0,14.0,1.2857142857142858,27.0,2395,3800,False,False,True
房源278,321.2,18960.0,锦江区,169.4,2室2厅2卫,22/10,2016.0,毛坯,北,有,361,2.0,2.0,2.0,22.0,10.0,2.2,8.0,3233,1465,False,True,True
房源279,125.5,16454.0,青羊区,76.3,4室1厅1卫,3/9,2014.0,精装,东,无,1542,4.0,1.0,1.0,3.0,9.0,0.3333333333333333,10.0,4363,675,False,True,False
房源280,281.7,18668.0,高新区,150.9,4室2厅2卫,3/11,2007.0,精装,西,有,505,4.0,2.0,2.0,3.0,11.0,0.2727272727272727,17.0,4514,2333,False,False,True
房源281,143.2,17238.0,青羊区,83.1,3室2厅2卫,12/12,2006.0,毛坯,南,有,2290,3.0,2.0,2.0,12.0,12.0,1.0,18.0,3401,2671,False,False,False
房源282,178.1,21541.0,双流区,82.7,2室2厅1卫,3/21,1992.0,毛坯,西,无,441,2.0,2.0,1.0,3.0,21.0,0.1428571428571428,32.0,2186,445,False,True,True
房源283,412.6,22784.0,成华区,181.1,4室2厅1卫,7/14,1993.0,精装,东,有,1439,4.0,2.0,1.0,7.0,14.0,0.5,31.0,3509,2281,False,False,False
房源284,123.1,14070.0,成华区,87.5,4室2厅1卫,24/28,2004.0,精装,东南,无,343,4.0,2.0,1.0,24.0,28.0,0.8571428571428571,20.0,654,592,True,True,True
房源285,101.5,11344.0,高新区,89.5,1室1厅2卫,11/7,1997.0,毛坯,东北,有,589,1.0,1.0,2.0,11.0,7.0,1.5714285714285714,27.0,3037,731,False,True,True
房源286,44.2,8819.0,高新区,50.1,2室1厅1卫,25/21,2008.0,简装,西,有,111,2.0,1.0,1.0,25.0,21.0,1.1904761904761905,16.0,1909,1004,True,True,True
房源287,371.0,20540.0,高新区,180.6,3室2厅2卫,10/11,2015.0,精装,东南,有,660,3.0,2.0,2.0,10.0,11.0,0.9090909090909092,9.0,4557,3296,False,False,True
房源288,210.8,12483.0,青羊区,168.9,3室2厅1卫,15/19,1999.0,精装,东南,无,141,3.0,2.0,1.0,15.0,19.0,0.7894736842105263,25.0,1284,2298,True,False,True
房源289,104.3,7236.0,双流区,144.1,2室2厅2卫,16/22,2003.0,简装,东,无,2825,2.0,2.0,2.0,16.0,22.0,0.7272727272727273,21.0,3675,2932,False,False,False
房源290,324.1,19943.0,金牛区,162.5,4室1厅2卫,21/28,2008.0,毛坯,东,有,693,4.0,1.0,2.0,21.0,28.0,0.75,16.0,4841,698,False,True,True
房源291,221.8,30465.0,高新区,72.8,4室1厅2卫,20/12,2019.0,毛坯,西北,有,1552,4.0,1.0,2.0,20.0,12.0,1.6666666666666667,5.0,3306,3164,False,False,False
房源292,213.3,17970.0,龙泉驿区,118.7,1室1厅2卫,18/23,1994.0,简装,东北,无,1926,1.0,1.0,2.0,18.0,23.0,0.782608695652174,30.0,1037,3715,True,False,False
房源293,227.9,22192.0,锦江区,102.7,4室1厅1卫,13/5,2020.0,毛坯,南,有,1793,4.0,1.0,1.0,13.0,5.0,2.6,4.0,2341,1263,False,True,False
房源294,118.0,18409.0,锦江区,64.1,3室2厅1卫,4/28,1996.0,毛坯,西南,无,233,3.0,2.0,1.0,4.0,28.0,0.1428571428571428,28.0,2955,3511,False,False,True
房源295,215.1,17506.0,青羊区,122.9,1室1厅2卫,14/8,2008.0,精装,北,有,1047,1.0,1.0,2.0,14.0,8.0,1.75,16.0,1024,2534,True,False,False
